index,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,label
53770,-6,-4,-4,7,4,13,-1,-3,0.957031,-0.21582,0.173828,11.5625,-1.125,5.5,63,15,161,X
53872,-6,-4,-4,7,4,13,-1,-3,0.957031,-0.21582,0.173828,11.5625,-1.125,5.5,63,15,161,X
41827,-6,-4,21,-3,-29,-14,19,6,0.666504,-0.665039,0.504883,-16.4375,2.5,-2.875,65,47,143,E
42082,-6,-4,21,-3,-29,-14,19,6,0.666504,-0.665039,0.504883,-16.4375,2.5,-2.875,65,47,143,E
41801,-6,-3,-32,-28,-7,-1,3,5,0.745117,-0.50293,0.45752,-0.5625,-0.375,-0.3125,65,41,143,E
42056,-6,-3,-32,-28,-7,-1,3,5,0.745117,-0.50293,0.45752,-0.5625,-0.375,-0.3125,65,41,143,E
4750,-6,-3,-10,-2,-2,26,-5,-12,0.70459,-0.331543,0.578125,-24.4375,27.6875,6.5,71,35,26,S
4852,-6,-3,-10,-2,-2,26,-5,-12,0.70459,-0.331543,0.578125,-24.4375,27.6875,6.5,71,35,26,S
50653,-6,-3,-8,3,4,-12,-43,-66,0.834473,-0.486328,0.279785,-28.9375,13.5625,2.625,64,32,176,L
50704,-6,-3,-8,3,4,-12,-43,-66,0.834473,-0.486328,0.279785,-28.9375,13.5625,2.625,64,32,176,L
4769,-6,0,0,3,0,-1,-2,-3,0.821289,-0.393555,0.390625,-1.75,-1.375,2.625,67,33,33,S
4871,-6,0,0,3,0,-1,-2,-3,0.821289,-0.393555,0.390625,-1.75,-1.375,2.625,67,33,33,S
53738,-6,0,5,7,3,-7,-1,4,0.94873,-0.192383,0.169922,8.25,-1.4375,5.75,63,15,160,X
53840,-6,0,5,7,3,-7,-1,4,0.94873,-0.192383,0.169922,8.25,-1.4375,5.75,63,15,160,X
7075,-6,1,-5,3,1,7,-9,-49,0.479004,-0.620117,0.659668,0.8125,-0.4375,0.4375,68,62,3,Q
58687,-6,1,-5,3,1,7,-9,-49,0.479004,-0.620117,0.659668,0.8125,-0.4375,0.4375,68,62,3,Q
53760,-6,1,6,0,-5,4,0,0,0.928223,-0.235352,0.21875,-6.4375,-1.625,-4.6875,64,15,160,X
53862,-6,1,6,0,-5,4,0,0,0.928223,-0.235352,0.21875,-6.4375,-1.625,-4.6875,64,15,160,X
34433,-6,1,9,3,-8,-30,-5,-8,0.805664,-0.164551,0.520508,9.8125,-8.75,-4.875,78,33,89,B
34484,-6,1,9,3,-8,-30,-5,-8,0.805664,-0.164551,0.520508,9.8125,-8.75,-4.875,78,33,89,B
41848,-6,2,-15,-10,2,-11,-7,7,0.733887,-0.528809,0.462402,1.125,0.0625,-0.1875,65,42,143,E
42103,-6,2,-15,-10,2,-11,-7,7,0.733887,-0.528809,0.462402,1.125,0.0625,-0.1875,65,42,143,E
41000,-6,3,-10,6,4,23,48,-6,0.733398,-0.499023,0.46582,1.0,-0.5,0.6875,65,43,148,B
41255,-6,3,-10,6,4,23,48,-6,0.733398,-0.499023,0.46582,1.0,-0.5,0.6875,65,43,148,B
34461,-6,3,23,-4,-7,12,21,8,0.819824,-0.19873,0.516602,-0.125,-0.9375,0.375,79,32,90,B
34512,-6,3,23,-4,-7,12,21,8,0.819824,-0.19873,0.516602,-0.125,-0.9375,0.375,79,32,90,B
7127,-6,31,-6,-12,1,3,5,28,0.472656,-0.623535,0.654785,0.125,-1.25,2.8125,68,62,4,Q
58739,-6,31,-6,-12,1,3,5,28,0.472656,-0.623535,0.654785,0.125,-1.25,2.8125,68,62,4,Q
30146,-6,37,-9,-1,10,39,22,-6,0.810059,-0.470215,0.441406,3.0,-12.3125,13.5625,70,40,97,L
30197,-6,37,-9,-1,10,39,22,-6,0.810059,-0.470215,0.441406,3.0,-12.3125,13.5625,70,40,97,L
51043,-5,-31,-14,-9,-8,-21,-1,-3,0.82666,-0.411621,0.36377,-5.5,-1.375,0.0625,65,33,16,N
51247,-5,-31,-14,-9,-8,-21,-1,-3,0.82666,-0.411621,0.36377,-5.5,-1.375,0.0625,65,33,16,N
41868,-5,-26,-15,13,8,7,-55,-16,0.743652,-0.510742,0.455566,-0.4375,0.0625,-0.1875,66,42,143,E
42123,-5,-26,-15,13,8,7,-55,-16,0.743652,-0.510742,0.455566,-0.4375,0.0625,-0.1875,66,42,143,E
7167,-5,-25,0,3,8,16,10,-2,0.478516,-0.625977,0.662598,-0.375,0.625,1.375,68,62,4,Q
58779,-5,-25,0,3,8,16,10,-2,0.478516,-0.625977,0.662598,-0.375,0.625,1.375,68,62,4,Q
51039,-5,-20,-14,5,11,7,7,-2,0.825684,-0.412109,0.395508,2.5,-0.8125,-3.8125,65,33,16,N
51243,-5,-20,-14,5,11,7,7,-2,0.825684,-0.412109,0.395508,2.5,-0.8125,-3.8125,65,33,16,N
35467,-5,-8,-2,-3,1,-8,-17,-12,0.683105,-0.543457,0.501953,1.125,-2.5625,0.3125,65,45,126,F
35518,-5,-8,-2,-3,1,-8,-17,-12,0.683105,-0.543457,0.501953,1.125,-2.5625,0.3125,65,45,126,F
50408,-5,-7,-54,-8,-1,25,-1,-4,0.855469,-0.290527,0.383301,-0.625,-0.4375,3.625,70,28,164,K
50459,-5,-7,-54,-8,-1,25,-1,-4,0.855469,-0.290527,0.383301,-0.625,-0.4375,3.625,70,28,164,K
50664,-5,-7,-3,-2,10,18,-1,10,0.831543,-0.394043,0.310547,0.5625,-1.375,0.5625,63,30,176,L
50715,-5,-7,-3,-2,10,18,-1,10,0.831543,-0.394043,0.310547,0.5625,-1.375,0.5625,63,30,176,L
34453,-5,-7,18,4,20,4,27,30,0.812012,-0.189453,0.518555,-0.125,-1.5625,0.625,79,32,90,B
34504,-5,-7,18,4,20,4,27,30,0.812012,-0.189453,0.518555,-0.125,-1.5625,0.625,79,32,90,B
53729,-5,-6,-19,-4,-7,-3,-4,-3,0.950195,-0.251465,0.200195,8.8125,-1.3125,1.3125,63,16,160,X
53831,-5,-6,-19,-4,-7,-3,-4,-3,0.950195,-0.251465,0.200195,8.8125,-1.3125,1.3125,63,16,160,X
50684,-5,-6,-7,4,-4,-5,5,21,0.844727,-0.39502,0.302246,-1.0,-1.1875,-0.625,63,31,176,L
50735,-5,-6,-7,4,-4,-5,5,21,0.844727,-0.39502,0.302246,-1.0,-1.1875,-0.625,63,31,176,L
50673,-5,-6,6,0,-3,-5,9,-15,0.836914,-0.387207,0.324707,1.375,-1.125,0.625,63,31,176,L
50724,-5,-6,6,0,-3,-5,9,-15,0.836914,-0.387207,0.324707,1.375,-1.125,0.625,63,31,176,L
50419,-5,-4,-23,-13,-5,-5,-3,-4,0.865723,-0.283203,0.367676,5.125,-0.9375,4.75,70,28,164,K
50470,-5,-4,-23,-13,-5,-5,-3,-4,0.865723,-0.283203,0.367676,5.125,-0.9375,4.75,70,28,164,K
53799,-5,-4,6,4,4,5,-5,-13,0.947266,-0.211914,0.182129,3.0,-0.5625,-0.1875,63,15,162,X
53901,-5,-4,6,4,4,5,-5,-13,0.947266,-0.211914,0.182129,3.0,-0.5625,-0.1875,63,15,162,X
4787,-5,-3,-3,-14,-7,-2,-1,-7,0.826172,-0.404785,0.380859,0.5,0.5,1.25,67,33,34,S
4889,-5,-3,-3,-14,-7,-2,-1,-7,0.826172,-0.404785,0.380859,0.5,0.5,1.25,67,33,34,S
53706,-5,-3,1,1,0,3,0,1,0.923828,-0.221191,0.216797,0.0625,-11.0,-12.25,63,16,160,X
53808,-5,-3,1,1,0,3,0,1,0.923828,-0.221191,0.216797,0.0625,-11.0,-12.25,63,16,160,X
41805,-5,-3,3,6,-3,-29,-20,-7,0.746094,-0.497559,0.45166,0.5,-0.6875,0.125,65,41,143,E
42060,-5,-3,3,6,-3,-29,-20,-7,0.746094,-0.497559,0.45166,0.5,-0.6875,0.125,65,41,143,E
4780,-5,-3,5,-4,-2,-15,-10,-2,0.82666,-0.397949,0.381836,-0.5,0.25,-0.125,67,33,33,S
4882,-5,-3,5,-4,-2,-15,-10,-2,0.82666,-0.397949,0.381836,-0.5,0.25,-0.125,67,33,33,S
50683,-5,-2,0,-2,2,2,-5,-18,0.852539,-0.438477,0.336426,0.6875,-2.25,-1.5625,63,31,176,L
50734,-5,-2,0,-2,2,2,-5,-18,0.852539,-0.438477,0.336426,0.6875,-2.25,-1.5625,63,31,176,L
48555,-5,-2,2,9,10,17,5,2,0.933105,-0.160645,0.201172,4.75,-2.5625,1.25,67,14,50,D
48606,-5,-2,2,9,10,17,5,2,0.933105,-0.160645,0.201172,4.75,-2.5625,1.25,67,14,50,D
48598,-5,-2,11,-5,-2,4,-8,-3,0.946777,-0.18457,0.183105,-0.0625,-1.3125,0.125,67,14,50,D
48649,-5,-2,11,-5,-2,4,-8,-3,0.946777,-0.18457,0.183105,-0.0625,-1.3125,0.125,67,14,50,D
53718,-5,-1,2,-1,-8,-1,-8,-7,0.922852,-0.259277,0.190918,-1.75,-2.8125,-2.4375,62,16,161,X
53820,-5,-1,2,-1,-8,-1,-8,-7,0.922852,-0.259277,0.190918,-1.75,-2.8125,-2.4375,62,16,161,X
41860,-5,0,-12,-8,-4,-17,-15,-18,0.735352,-0.509766,0.456055,0.75,0.25,-1.1875,66,42,143,E
42115,-5,0,-12,-8,-4,-17,-15,-18,0.735352,-0.509766,0.456055,0.75,0.25,-1.1875,66,42,143,E
51047,-5,0,0,1,-3,1,-3,-22,0.84082,-0.414062,0.369141,3.3125,-0.75,-0.5625,65,33,16,N
51251,-5,0,0,1,-3,1,-3,-22,0.84082,-0.414062,0.369141,3.3125,-0.75,-0.5625,65,33,16,N
4793,-5,0,1,0,3,8,2,1,0.837402,-0.397461,0.388184,0.25,-0.0625,-1.625,67,33,34,S
4895,-5,0,1,0,3,8,2,1,0.837402,-0.397461,0.388184,0.25,-0.0625,-1.625,67,33,34,S
41815,-5,1,2,-10,-5,-11,-24,-26,0.750488,-0.491699,0.449707,0.875,-0.5,0.3125,65,41,143,E
42070,-5,1,2,-10,-5,-11,-24,-26,0.750488,-0.491699,0.449707,0.875,-0.5,0.3125,65,41,143,E
53761,-5,2,5,2,-2,3,3,1,0.963379,-0.174316,0.169434,-1.25,-4.3125,-1.375,63,15,161,X
53863,-5,2,5,2,-2,3,3,1,0.963379,-0.174316,0.169434,-1.25,-4.3125,-1.375,63,15,161,X
35962,-5,3,-1,-2,6,27,42,18,0.752441,-0.290527,0.580566,6.9375,-31.5,-0.0625,78,41,114,H
36013,-5,3,-1,-2,6,27,42,18,0.752441,-0.290527,0.580566,6.9375,-31.5,-0.0625,78,41,114,H
35984,-5,3,3,3,-1,6,16,-1,0.728027,-0.299805,0.609863,0.125,1.5,2.375,77,41,116,H
36035,-5,3,3,3,-1,6,16,-1,0.728027,-0.299805,0.609863,0.125,1.5,2.375,77,41,116,H
6983,-5,7,6,3,5,18,8,0,0.493164,-0.611816,0.654297,-0.5,0.625,-0.0625,68,61,3,Q
58595,-5,7,6,3,5,18,8,0,0.493164,-0.611816,0.654297,-0.5,0.625,-0.0625,68,61,3,Q
40971,-5,8,44,21,-2,-13,-32,-4,0.71875,-0.537109,0.463379,-2.5625,-2.375,-5.125,65,43,148,B
41226,-5,8,44,21,-2,-13,-32,-4,0.71875,-0.537109,0.463379,-2.5625,-2.375,-5.125,65,43,148,B
40997,-5,9,12,-12,-6,2,5,-5,0.734375,-0.507324,0.468262,1.8125,-0.1875,0.625,65,43,148,B
41252,-5,9,12,-12,-6,2,5,-5,0.734375,-0.507324,0.468262,1.8125,-0.1875,0.625,65,43,148,B
7070,-5,11,-7,3,-1,-10,-5,-17,0.480957,-0.618164,0.65332,0.75,-0.0625,0.5625,68,62,3,Q
58682,-5,11,-7,3,-1,-10,-5,-17,0.480957,-0.618164,0.65332,0.75,-0.0625,0.5625,68,62,3,Q
50401,-5,18,-6,-10,-2,4,1,4,0.84375,-0.231445,0.335938,7.5625,-1.8125,1.9375,69,27,163,K
50452,-5,18,-6,-10,-2,4,1,4,0.84375,-0.231445,0.335938,7.5625,-1.8125,1.9375,69,27,163,K
7055,-5,22,-4,1,0,-11,-4,-3,0.486328,-0.611328,0.658203,0.4375,0.6875,-1.3125,68,62,3,Q
58667,-5,22,-4,1,0,-11,-4,-3,0.486328,-0.611328,0.658203,0.4375,0.6875,-1.3125,68,62,3,Q
7056,-5,60,13,-26,0,26,17,18,0.487305,-0.613281,0.662598,0.1875,0.6875,-0.375,68,62,3,Q
58668,-5,60,13,-26,0,26,17,18,0.487305,-0.613281,0.662598,0.1875,0.6875,-0.375,68,62,3,Q
7067,-4,-36,5,28,1,-1,12,-6,0.478027,-0.612305,0.663086,0.0,0.0625,1.4375,68,62,3,Q
58679,-4,-36,5,28,1,-1,12,-6,0.478027,-0.612305,0.663086,0.0,0.0625,1.4375,68,62,3,Q
7175,-4,-31,-19,11,5,-3,-4,-12,0.475098,-0.622559,0.646484,1.125,-1.4375,1.5,68,62,4,Q
58787,-4,-31,-19,11,5,-3,-4,-12,0.475098,-0.622559,0.646484,1.125,-1.4375,1.5,68,62,4,Q
7129,-4,-29,-24,17,-7,8,5,-6,0.472656,-0.62793,0.655273,-0.3125,0.1875,-0.875,68,62,4,Q
58741,-4,-29,-24,17,-7,8,5,-6,0.472656,-0.62793,0.655273,-0.3125,0.1875,-0.875,68,62,4,Q
7146,-4,-28,-10,-7,1,-1,-4,1,0.455566,-0.598633,0.679688,-4.4375,-1.4375,-16.6875,68,64,3,Q
58758,-4,-28,-10,-7,1,-1,-4,1,0.455566,-0.598633,0.679688,-4.4375,-1.4375,-16.6875,68,64,3,Q
7084,-4,-19,12,3,-2,-46,-19,-34,0.481445,-0.610352,0.666504,0.375,-1.25,0.375,68,62,3,Q
58696,-4,-19,12,3,-2,-46,-19,-34,0.481445,-0.610352,0.666504,0.375,-1.25,0.375,68,62,3,Q
35964,-4,-15,-12,-9,-7,-13,-29,-28,0.767578,-0.239258,0.576172,0.75,-12.0,15.625,77,39,115,H
36015,-4,-15,-12,-9,-7,-13,-29,-28,0.767578,-0.239258,0.576172,0.75,-12.0,15.625,77,39,115,H
35981,-4,-15,4,2,2,-1,-14,-23,0.740234,-0.282227,0.61084,1.5625,-2.5,0.5,77,41,116,H
36032,-4,-15,4,2,2,-1,-14,-23,0.740234,-0.282227,0.61084,1.5625,-2.5,0.5,77,41,116,H
7057,-4,-15,10,-32,-8,-18,-7,-22,0.476562,-0.614258,0.662598,-0.3125,1.1875,-0.75,68,62,3,Q
58669,-4,-15,10,-32,-8,-18,-7,-22,0.476562,-0.614258,0.662598,-0.3125,1.1875,-0.75,68,62,3,Q
51036,-4,-14,-10,1,6,-13,-8,5,0.821289,-0.441406,0.384766,-1.0625,-1.75,-0.5625,65,33,16,N
51240,-4,-14,-10,1,6,-13,-8,5,0.821289,-0.441406,0.384766,-1.0625,-1.75,-0.5625,65,33,16,N
40982,-4,-12,10,20,-3,-20,-6,0,0.736328,-0.521484,0.458984,-2.4375,0.0625,-0.5625,65,43,148,B
41237,-4,-12,10,20,-3,-20,-6,0,0.736328,-0.521484,0.458984,-2.4375,0.0625,-0.5625,65,43,148,B
41826,-4,-10,-53,-3,-5,17,-22,-8,0.666992,-0.538086,0.504883,-6.5625,-3.125,3.0625,66,47,143,E
42081,-4,-10,-53,-3,-5,17,-22,-8,0.666992,-0.538086,0.504883,-6.5625,-3.125,3.0625,66,47,143,E
41851,-4,-7,-88,-73,-9,5,13,-4,0.742676,-0.499023,0.450684,-0.125,0.125,-0.1875,65,42,143,E
42106,-4,-7,-88,-73,-9,5,13,-4,0.742676,-0.499023,0.450684,-0.125,0.125,-0.1875,65,42,143,E
51005,-4,-7,-9,1,6,-4,-3,-9,0.671875,-0.504883,0.566895,-4.1875,-12.5,0.375,67,33,15,N
51209,-4,-7,-9,1,6,-4,-3,-9,0.671875,-0.504883,0.566895,-4.1875,-12.5,0.375,67,33,15,N
35448,-4,-6,-1,-1,0,5,-7,-7,0.649902,-0.557129,0.491699,-0.75,-1.3125,-2.625,65,47,125,F
35499,-4,-6,-1,-1,0,5,-7,-7,0.649902,-0.557129,0.491699,-0.75,-1.3125,-2.625,65,47,125,F
30153,-4,-5,-13,-10,-7,-18,1,-20,0.842773,-0.374023,0.39209,-0.6875,2.0625,-0.375,69,33,99,L
30204,-4,-5,-13,-10,-7,-18,1,-20,0.842773,-0.374023,0.39209,-0.6875,2.0625,-0.375,69,33,99,L
41857,-4,-4,-38,-36,-19,-15,-19,25,0.73584,-0.512207,0.455078,-1.3125,-0.375,-0.5625,65,42,143,E
42112,-4,-4,-38,-36,-19,-15,-19,25,0.73584,-0.512207,0.455078,-1.3125,-0.375,-0.5625,65,42,143,E
41786,-4,-4,-17,-26,8,8,-16,-7,0.744629,-0.499023,0.449707,0.5,2.0,0.875,65,41,143,E
42041,-4,-4,-17,-26,8,8,-16,-7,0.744629,-0.499023,0.449707,0.5,2.0,0.875,65,41,143,E
48566,-4,-4,-8,-8,2,-47,-12,-4,0.95752,-0.165527,0.183105,-3.3125,-1.5,-1.1875,67,14,49,D
48617,-4,-4,-8,-8,2,-47,-12,-4,0.95752,-0.165527,0.183105,-3.3125,-1.5,-1.1875,67,14,49,D
48556,-4,-4,-1,-7,-14,-5,2,-2,0.961914,-0.188965,0.172852,-1.3125,-1.625,1.375,67,14,50,D
48607,-4,-4,-1,-7,-14,-5,2,-2,0.961914,-0.188965,0.172852,-1.3125,-1.625,1.375,67,14,50,D
53768,-4,-3,7,12,3,4,-4,-6,0.95459,-0.218262,0.181152,6.0,-1.8125,3.125,63,15,161,X
53870,-4,-3,7,12,3,4,-4,-6,0.95459,-0.218262,0.181152,6.0,-1.8125,3.125,63,15,161,X
41864,-4,-2,-18,-21,1,1,-13,4,0.744629,-0.508789,0.446289,1.375,0.25,0.6875,66,42,143,E
42119,-4,-2,-18,-21,1,1,-13,4,0.744629,-0.508789,0.446289,1.375,0.25,0.6875,66,42,143,E
53733,-4,-2,-13,-8,-3,2,-7,2,0.932129,-0.245605,0.197754,-3.4375,-1.875,-4.9375,63,15,160,X
53835,-4,-2,-13,-8,-3,2,-7,2,0.932129,-0.245605,0.197754,-3.4375,-1.875,-4.9375,63,15,160,X
50649,-4,-2,-3,-3,3,-1,-2,0,0.836914,-0.442383,0.317871,-0.625,-0.9375,-1.6875,63,31,177,L
50700,-4,-2,-3,-3,3,-1,-2,0,0.836914,-0.442383,0.317871,-0.625,-0.9375,-1.6875,63,31,177,L
53723,-4,-2,8,15,2,2,-2,-1,0.942871,-0.219238,0.187012,9.25,-2.5,2.75,63,16,161,X
53825,-4,-2,8,15,2,2,-2,-1,0.942871,-0.219238,0.187012,9.25,-2.5,2.75,63,16,161,X
40994,-4,-2,28,10,5,6,-13,-9,0.734375,-0.504883,0.463379,0.0,0.0625,0.75,65,43,148,B
41249,-4,-2,28,10,5,6,-13,-9,0.734375,-0.504883,0.463379,0.0,0.0625,0.75,65,43,148,B
50676,-4,-1,-3,-3,-2,5,5,24,0.84082,-0.427246,0.322754,-4.8125,-2.3125,0.4375,63,31,176,L
50727,-4,-1,-3,-3,-2,5,5,24,0.84082,-0.427246,0.322754,-4.8125,-2.3125,0.4375,63,31,176,L
35494,-4,-1,1,-6,-12,-15,-5,-6,0.672852,-0.550293,0.496094,0.125,-1.8125,-0.6875,65,46,127,F
35545,-4,-1,1,-6,-12,-15,-5,-6,0.672852,-0.550293,0.496094,0.125,-1.8125,-0.6875,65,46,127,F
35484,-4,-1,9,2,-6,-23,-11,-7,0.679688,-0.547363,0.491211,-0.4375,-1.25,0.25,65,46,126,F
35535,-4,-1,9,2,-6,-23,-11,-7,0.679688,-0.547363,0.491211,-0.4375,-1.25,0.25,65,46,126,F
41003,-4,0,-14,-3,-4,-13,0,-3,0.731445,-0.515137,0.459473,-0.75,-0.5625,-0.375,65,43,148,B
41258,-4,0,-14,-3,-4,-13,0,-3,0.731445,-0.515137,0.459473,-0.75,-0.5625,-0.375,65,43,148,B
1371,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
1372,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
1373,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
1374,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
1375,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
1376,-4,0,2,0,-2,-4,-9,-6,0.836914,-0.431152,0.307129,-0.25,-0.875,-0.625,62,31,46,F
53751,-4,0,4,3,5,5,-3,-8,0.954102,-0.189453,0.186523,8.1875,-3.25,2.75,64,16,160,X
53853,-4,0,4,3,5,5,-3,-8,0.954102,-0.189453,0.186523,8.1875,-3.25,2.75,64,16,160,X
53710,-4,1,1,-7,-5,1,5,4,0.960449,-0.17041,0.129883,3.375,2.9375,8.9375,63,16,160,X
53812,-4,1,1,-7,-5,1,5,4,0.960449,-0.17041,0.129883,3.375,2.9375,8.9375,63,16,160,X
48558,-4,1,1,5,11,-3,-8,-3,0.950195,-0.197754,0.192383,-2.75,-0.875,-3.0,66,14,50,D
48609,-4,1,1,5,11,-3,-8,-3,0.950195,-0.197754,0.192383,-2.75,-0.875,-3.0,66,14,50,D
40990,-4,1,16,0,-1,5,31,-13,0.726074,-0.522949,0.470703,1.25,-0.3125,0.375,65,43,148,B
41245,-4,1,16,0,-1,5,31,-13,0.726074,-0.522949,0.470703,1.25,-0.3125,0.375,65,43,148,B
40993,-4,2,-13,10,-3,12,25,3,0.723633,-0.528809,0.472168,-1.75,0.0,-0.3125,65,43,148,B
41248,-4,2,-13,10,-3,12,25,3,0.723633,-0.528809,0.472168,-1.75,0.0,-0.3125,65,43,148,B
41809,-4,3,-21,-18,0,5,31,10,0.740234,-0.503418,0.454102,-0.25,-0.3125,-0.6875,65,41,143,E
42064,-4,3,-21,-18,0,5,31,10,0.740234,-0.503418,0.454102,-0.25,-0.3125,-0.6875,65,41,143,E
50666,-4,3,1,-2,-8,-24,-32,-8,0.855957,-0.408691,0.31543,8.75,-0.1875,0.5,63,30,176,L
50717,-4,3,1,-2,-8,-24,-32,-8,0.855957,-0.408691,0.31543,8.75,-0.1875,0.5,63,30,176,L
51016,-4,4,10,2,-5,-1,6,0,0.835449,-0.405273,0.391113,-12.6875,5.4375,-2.125,66,33,15,N
51220,-4,4,10,2,-5,-1,6,0,0.835449,-0.405273,0.391113,-12.6875,5.4375,-2.125,66,33,15,N
7124,-4,22,-15,-5,2,-12,-4,9,0.482422,-0.624512,0.64502,0.5625,-1.125,-1.5625,68,62,4,Q
58736,-4,22,-15,-5,2,-12,-4,9,0.482422,-0.624512,0.64502,0.5625,-1.125,-1.5625,68,62,4,Q
6985,-4,22,5,-1,0,-12,-5,6,0.491211,-0.616211,0.654785,-0.1875,0.1875,0.0,68,61,3,Q
58597,-4,22,5,-1,0,-12,-5,6,0.491211,-0.616211,0.654785,-0.1875,0.1875,0.0,68,61,3,Q
30148,-4,52,-41,7,3,18,7,-6,0.790039,-0.339844,0.40625,0.1875,-32.625,-20.5625,70,37,98,L
30199,-4,52,-41,7,3,18,7,-6,0.790039,-0.339844,0.40625,0.1875,-32.625,-20.5625,70,37,98,L
7136,-3,-74,-18,-27,-4,12,-9,-40,0.479004,-0.625488,0.652344,0.0,-0.125,0.125,68,62,4,Q
58748,-3,-74,-18,-27,-4,12,-9,-40,0.479004,-0.625488,0.652344,0.0,-0.125,0.125,68,62,4,Q
30164,-3,-20,1,2,8,17,-7,46,0.819336,-0.357422,0.422852,-1.75,-1.0,0.3125,69,34,99,L
30215,-3,-20,1,2,8,17,-7,46,0.819336,-0.357422,0.422852,-1.75,-1.0,0.3125,69,34,99,L
7148,-3,-18,-16,-46,-10,0,-3,-9,0.49707,-0.486328,0.694336,-10.9375,-0.4375,-6.125,69,62,3,Q
58760,-3,-18,-16,-46,-10,0,-3,-9,0.49707,-0.486328,0.694336,-10.9375,-0.4375,-6.125,69,62,3,Q
7021,-3,-16,-27,0,2,26,11,14,0.481934,-0.623535,0.65918,-0.0625,-0.4375,-0.8125,68,62,3,Q
58633,-3,-16,-27,0,2,26,11,14,0.481934,-0.623535,0.65918,-0.0625,-0.4375,-0.8125,68,62,3,Q
51037,-3,-13,-10,2,7,7,10,-2,0.821777,-0.416504,0.373535,-0.75,-1.9375,-2.6875,65,33,16,N
51241,-3,-13,-10,2,7,7,10,-2,0.821777,-0.416504,0.373535,-0.75,-1.9375,-2.6875,65,33,16,N
35977,-3,-11,-13,-11,-14,-6,8,-9,0.734863,-0.290039,0.599121,0.375,-0.875,1.125,77,41,116,H
36028,-3,-11,-13,-11,-14,-6,8,-9,0.734863,-0.290039,0.599121,0.375,-0.875,1.125,77,41,116,H
36000,-3,-9,-7,-1,-1,6,16,-8,0.722656,-0.294434,0.61084,0.25,-1.4375,-0.75,77,41,116,H
36051,-3,-9,-7,-1,-1,6,16,-8,0.722656,-0.294434,0.61084,0.25,-1.4375,-0.75,77,41,116,H
50678,-3,-6,-15,-8,0,1,2,-3,0.838867,-0.441406,0.338867,-3.75,-1.0625,-0.5625,63,31,176,L
50729,-3,-6,-15,-8,0,1,2,-3,0.838867,-0.441406,0.338867,-3.75,-1.0625,-0.5625,63,31,176,L
50679,-3,-6,-8,-3,-4,-9,-2,10,0.836426,-0.401367,0.333496,3.1875,-1.875,-1.625,63,31,176,L
50730,-3,-6,-8,-3,-4,-9,-2,10,0.836426,-0.401367,0.333496,3.1875,-1.875,-1.625,63,31,176,L
40961,-3,-5,-33,-14,10,-2,-6,-1,0.672363,-0.563965,0.537109,-5.5625,-11.6875,-16.375,64,49,148,B
41216,-3,-5,-33,-14,10,-2,-6,-1,0.672363,-0.563965,0.537109,-5.5625,-11.6875,-16.375,64,49,148,B
35473,-3,-5,4,1,5,0,-8,-7,0.679688,-0.537598,0.491211,0.375,-2.75,1.75,65,46,126,F
35524,-3,-5,4,1,5,0,-8,-7,0.679688,-0.537598,0.491211,0.375,-2.75,1.75,65,46,126,F
35959,-3,-4,-6,-5,-10,-35,-67,-2,0.648926,-0.259277,0.683594,10.5625,-21.375,11.8125,79,45,112,H
36010,-3,-4,-6,-5,-10,-35,-67,-2,0.648926,-0.259277,0.683594,10.5625,-21.375,11.8125,79,45,112,H
35451,-3,-4,0,3,6,10,1,-3,0.650391,-0.550781,0.523926,4.125,-2.625,5.5,65,47,125,F
35502,-3,-4,0,3,6,10,1,-3,0.650391,-0.550781,0.523926,4.125,-2.625,5.5,65,47,125,F
40966,-3,-3,-10,-9,2,8,-12,12,0.651855,-0.558105,0.482422,-6.0625,-4.25,-8.6875,64,46,148,B
41221,-3,-3,-10,-9,2,8,-12,12,0.651855,-0.558105,0.482422,-6.0625,-4.25,-8.6875,64,46,148,B
35470,-3,-3,-1,0,-4,-12,-5,-11,0.686523,-0.542969,0.487793,0.25,-1.25,0.0625,65,45,126,F
35521,-3,-3,-1,0,-4,-12,-5,-11,0.686523,-0.542969,0.487793,0.25,-1.25,0.0625,65,45,126,F
35474,-3,-3,-1,0,1,-10,13,-10,0.672363,-0.54248,0.489258,0.3125,-2.5625,0.9375,65,46,126,F
35525,-3,-3,-1,0,1,-10,13,-10,0.672363,-0.54248,0.489258,0.3125,-2.5625,0.9375,65,46,126,F
53756,-3,-3,3,11,7,9,3,-4,0.934082,-0.272461,0.13623,-13.375,3.75,2.0625,63,16,161,X
53858,-3,-3,3,11,7,9,3,-4,0.934082,-0.272461,0.13623,-13.375,3.75,2.0625,63,16,161,X
