index,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw,label
7047,-80,-16,-11,13,-9,2,3,16,0.471191,-0.623047,0.666016,0.5,-4.875,-1.0,68,62,3,Q
58659,-80,-16,-11,13,-9,2,3,16,0.471191,-0.623047,0.666016,0.5,-4.875,-1.0,68,62,3,Q
7043,-74,-56,-3,39,0,2,-1,-7,0.437988,-0.601562,0.669922,-4.6875,-0.875,5.3125,68,62,2,Q
58655,-74,-56,-3,39,0,2,-1,-7,0.437988,-0.601562,0.669922,-4.6875,-0.875,5.3125,68,62,2,Q
6947,-72,8,13,8,11,-9,9,4,0.483398,-0.596191,0.646484,3.6875,-17.0,13.6875,68,61,1,Q
58559,-72,8,13,8,11,-9,9,4,0.483398,-0.596191,0.646484,3.6875,-17.0,13.6875,68,61,1,Q
7168,-69,-13,-19,7,0,0,-10,-41,0.466309,-0.621582,0.658691,-0.375,1.5625,0.0625,68,62,4,Q
58780,-69,-13,-19,7,0,0,-10,-41,0.466309,-0.621582,0.658691,-0.375,1.5625,0.0625,68,62,4,Q
6944,-65,-18,-14,-4,-7,-15,-6,-18,0.475586,-0.598633,0.694336,-3.375,-2.75,-14.3125,69,62,0,Q
58556,-65,-18,-14,-4,-7,-15,-6,-18,0.475586,-0.598633,0.694336,-3.375,-2.75,-14.3125,69,62,0,Q
6951,-63,10,-13,-8,-7,-25,-7,-18,0.502441,-0.628906,0.633301,1.25,-4.8125,2.125,68,61,3,Q
58563,-63,10,-13,-8,-7,-25,-7,-18,0.502441,-0.628906,0.633301,1.25,-4.8125,2.125,68,61,3,Q
7058,-60,-63,-23,-6,3,-22,-13,-26,0.484863,-0.619141,0.660645,0.3125,-0.5,-0.4375,68,62,3,Q
58670,-60,-63,-23,-6,3,-22,-13,-26,0.484863,-0.619141,0.660645,0.3125,-0.5,-0.4375,68,62,3,Q
6954,-59,-12,9,-16,7,25,11,31,0.486816,-0.619141,0.655762,-0.125,3.3125,-1.125,68,61,3,Q
58566,-59,-12,9,-16,7,25,11,31,0.486816,-0.619141,0.655762,-0.125,3.3125,-1.125,68,61,3,Q
7165,-56,-34,-20,-5,3,-13,-8,-8,0.472168,-0.617188,0.650391,-0.125,-0.0625,1.5,68,62,4,Q
58777,-56,-34,-20,-5,3,-13,-8,-8,0.472168,-0.617188,0.650391,-0.125,-0.0625,1.5,68,62,4,Q
7132,-54,25,1,10,-4,0,0,12,0.472656,-0.625977,0.652832,-0.1875,0.4375,0.5625,68,62,4,Q
58744,-54,25,1,10,-4,0,0,12,0.472656,-0.625977,0.652832,-0.1875,0.4375,0.5625,68,62,4,Q
7120,-50,-39,-2,23,-1,-9,-6,-22,0.466797,-0.628418,0.661621,0.125,0.4375,0.6875,68,62,4,Q
58732,-50,-39,-2,23,-1,-9,-6,-22,0.466797,-0.628418,0.661621,0.125,0.4375,0.6875,68,62,4,Q
33988,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33989,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33990,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33991,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33992,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33993,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33994,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33995,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33996,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33997,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33998,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
33999,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34000,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34001,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34002,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34003,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34004,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34005,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34006,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34007,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34008,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34009,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34010,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34011,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34012,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34013,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34014,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34015,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
34016,-46,-110,-28,-11,-4,0,-13,-37,0.665527,-0.43457,0.625488,-0.1875,-0.25,-0.25,72,48,83,Q
7098,-46,41,29,12,0,6,0,-2,0.480469,-0.619141,0.654297,0.4375,-0.1875,0.5625,68,62,4,Q
58710,-46,41,29,12,0,6,0,-2,0.480469,-0.619141,0.654297,0.4375,-0.1875,0.5625,68,62,4,Q
7044,-45,11,3,-18,-3,8,3,-3,0.490234,-0.61084,0.665039,2.3125,-7.25,8.3125,68,62,2,Q
58656,-45,11,3,-18,-3,8,3,-3,0.490234,-0.61084,0.665039,2.3125,-7.25,8.3125,68,62,2,Q
7163,-44,31,-1,-1,0,-8,-3,-3,0.480957,-0.618652,0.658203,-0.375,0.5,0.9375,68,62,4,Q
58775,-44,31,-1,-1,0,-8,-3,-3,0.480957,-0.618652,0.658203,-0.375,0.5,0.9375,68,62,4,Q
50402,-43,-55,-16,-10,-12,-16,-7,-12,0.901367,-0.290527,0.375488,11.25,1.125,3.9375,70,27,163,K
50453,-43,-55,-16,-10,-12,-16,-7,-12,0.901367,-0.290527,0.375488,11.25,1.125,3.9375,70,27,163,K
7106,-43,-19,17,1,2,-13,-6,-36,0.491699,-0.615723,0.655273,0.0625,-0.0625,-0.3125,68,62,4,Q
58718,-43,-19,17,1,2,-13,-6,-36,0.491699,-0.615723,0.655273,0.0625,-0.0625,-0.3125,68,62,4,Q
7153,-43,-8,-4,-11,6,18,4,-13,0.494629,-0.609375,0.662598,-0.0625,-5.5,2.4375,68,62,4,Q
58765,-43,-8,-4,-11,6,18,4,-13,0.494629,-0.609375,0.662598,-0.0625,-5.5,2.4375,68,62,4,Q
34471,-43,5,27,4,-4,12,-8,-3,0.813477,-0.203613,0.521973,0.0,-1.3125,0.25,79,32,90,B
34522,-43,5,27,4,-4,12,-8,-3,0.813477,-0.203613,0.521973,0.0,-1.3125,0.25,79,32,90,B
4757,-42,-7,-11,2,0,1,-10,-31,0.79248,-0.48291,0.425293,4.6875,-16.6875,-3.9375,66,36,32,S
4859,-42,-7,-11,2,0,1,-10,-31,0.79248,-0.48291,0.425293,4.6875,-16.6875,-3.9375,66,36,32,S
7025,-41,-10,6,-20,0,0,3,19,0.480469,-0.630371,0.664062,0.75,1.3125,-1.25,68,62,3,Q
58637,-41,-10,6,-20,0,0,3,19,0.480469,-0.630371,0.664062,0.75,1.3125,-1.25,68,62,3,Q
7088,-40,-9,6,7,-4,-29,-15,-67,0.475098,-0.620605,0.666016,-0.375,-0.125,1.25,68,62,3,Q
58700,-40,-9,6,7,-4,-29,-15,-67,0.475098,-0.620605,0.666016,-0.375,-0.125,1.25,68,62,3,Q
50403,-40,0,-3,3,-3,11,3,-7,0.894043,-0.260742,0.369629,19.1875,-6.5,6.3125,70,27,163,K
50454,-40,0,-3,3,-3,11,3,-7,0.894043,-0.260742,0.369629,19.1875,-6.5,6.3125,70,27,163,K
30160,-39,-45,-39,-7,-10,-5,-42,-42,0.818848,-0.363281,0.422363,-1.0625,2.9375,0.25,69,34,99,L
30211,-39,-45,-39,-7,-10,-5,-42,-42,0.818848,-0.363281,0.422363,-1.0625,2.9375,0.25,69,34,99,L
6949,-37,-2,-19,6,-6,12,2,-24,0.508301,-0.623535,0.634277,4.25,-12.8125,12.1875,68,61,2,Q
58561,-37,-2,-19,6,-6,12,2,-24,0.508301,-0.623535,0.634277,4.25,-12.8125,12.1875,68,61,2,Q
7155,-36,-22,-64,-1,4,-10,3,-28,0.477051,-0.618652,0.670898,-1.0625,-0.875,-0.0625,68,62,4,Q
58767,-36,-22,-64,-1,4,-10,3,-28,0.477051,-0.618652,0.670898,-1.0625,-0.875,-0.0625,68,62,4,Q
6959,-36,72,35,16,10,-9,8,0,0.493164,-0.625488,0.648438,-0.1875,0.875,-0.875,68,61,3,Q
58571,-36,72,35,16,10,-9,8,0,0.493164,-0.625488,0.648438,-0.1875,0.875,-0.875,68,61,3,Q
7171,-35,-65,-24,-4,4,7,5,-17,0.465332,-0.620605,0.65918,-1.625,0.5,2.25,68,62,4,Q
58783,-35,-65,-24,-4,4,7,5,-17,0.465332,-0.620605,0.65918,-1.625,0.5,2.25,68,62,4,Q
7073,-35,-26,-39,10,2,17,13,-7,0.478516,-0.618652,0.665039,-0.5,0.375,-0.25,68,62,3,Q
58685,-35,-26,-39,10,2,17,13,-7,0.478516,-0.618652,0.665039,-0.5,0.375,-0.25,68,62,3,Q
7185,-35,-12,-12,-12,-8,-14,-4,-29,0.440918,-0.650879,0.657715,-1.5625,-0.6875,3.5625,67,63,4,Q
58797,-35,-12,-12,-12,-8,-14,-4,-29,0.440918,-0.650879,0.657715,-1.5625,-0.6875,3.5625,67,63,4,Q
7018,-34,-4,2,-5,-2,19,20,-17,0.476074,-0.617188,0.650879,0.25,0.0625,1.375,68,62,3,Q
58630,-34,-4,2,-5,-2,19,20,-17,0.476074,-0.617188,0.650879,0.25,0.0625,1.375,68,62,3,Q
7034,-34,22,38,7,2,19,-3,-63,0.464355,-0.652832,0.649414,0.6875,-0.6875,-0.0625,67,62,3,Q
58646,-34,22,38,7,2,19,-3,-63,0.464355,-0.652832,0.649414,0.6875,-0.6875,-0.0625,67,62,3,Q
7150,-33,-64,21,4,7,0,-13,-40,0.470703,-0.598633,0.635254,-3.125,-2.0,7.0,68,62,3,Q
58762,-33,-64,21,4,7,0,-13,-40,0.470703,-0.598633,0.635254,-3.125,-2.0,7.0,68,62,3,Q
30169,-32,-28,19,-3,-3,-12,0,1,0.819824,-0.363281,0.418457,0.25,0.0,-0.0625,69,34,99,L
30220,-32,-28,19,-3,-3,-12,0,1,0.819824,-0.363281,0.418457,0.25,0.0,-0.0625,69,34,99,L
30166,-32,-16,-21,-8,-6,-30,-21,26,0.814453,-0.376465,0.433105,-1.625,0.375,-1.0,69,34,99,L
30217,-32,-16,-21,-8,-6,-30,-21,26,0.814453,-0.376465,0.433105,-1.625,0.375,-1.0,69,34,99,L
6958,-32,-10,-8,1,4,-8,0,-6,0.484375,-0.618652,0.64209,0.8125,0.0625,-1.625,68,61,3,Q
58570,-32,-10,-8,1,4,-8,0,-6,0.484375,-0.618652,0.64209,0.8125,0.0625,-1.625,68,61,3,Q
7119,-32,-9,-11,1,-5,17,10,-10,0.475586,-0.623047,0.646484,0.125,-0.4375,0.25,68,62,4,Q
58731,-32,-9,-11,1,-5,17,10,-10,0.475586,-0.623047,0.646484,0.125,-0.4375,0.25,68,62,4,Q
34454,-32,-2,3,-2,-10,-45,-26,-13,0.817871,-0.203125,0.525879,-0.0625,-2.4375,-0.625,79,32,90,B
34505,-32,-2,3,-2,-10,-45,-26,-13,0.817871,-0.203125,0.525879,-0.0625,-2.4375,-0.625,79,32,90,B
41774,-31,-6,23,-29,3,-33,-78,-21,0.64502,-0.723633,0.520508,-17.4375,2.0,-15.4375,65,47,144,E
42029,-31,-6,23,-29,3,-33,-78,-21,0.64502,-0.723633,0.520508,-17.4375,2.0,-15.4375,65,47,144,E
50413,-31,6,0,-5,-1,3,1,-2,0.865234,-0.283203,0.395508,-3.75,-1.3125,-0.5,70,28,164,K
50464,-31,6,0,-5,-1,3,1,-2,0.865234,-0.283203,0.395508,-3.75,-1.3125,-0.5,70,28,164,K
7060,-31,24,6,-36,-2,5,-11,-2,0.481445,-0.614746,0.654297,-0.5,0.1875,1.0,68,62,3,Q
58672,-31,24,6,-36,-2,5,-11,-2,0.481445,-0.614746,0.654297,-0.5,0.1875,1.0,68,62,3,Q
41778,-30,17,35,103,18,-9,-9,-14,0.722656,-0.470703,0.463867,5.5,-6.75,-5.125,65,43,143,E
42033,-30,17,35,103,18,-9,-9,-14,0.722656,-0.470703,0.463867,5.5,-6.75,-5.125,65,43,143,E
7011,-29,-21,-36,-9,-1,-4,12,12,0.47998,-0.62793,0.663086,0.8125,-2.1875,0.125,68,62,3,Q
58623,-29,-21,-36,-9,-1,-4,12,12,0.47998,-0.62793,0.663086,0.8125,-2.1875,0.125,68,62,3,Q
7074,-29,-13,14,-6,4,9,-5,-14,0.476074,-0.612793,0.658691,-0.625,0.9375,-0.1875,68,62,3,Q
58686,-29,-13,14,-6,4,9,-5,-14,0.476074,-0.612793,0.658691,-0.625,0.9375,-0.1875,68,62,3,Q
6956,-29,19,-26,2,0,-16,-2,21,0.48877,-0.632324,0.646484,-0.5,0.8125,0.9375,68,61,3,Q
58568,-29,19,-26,2,0,-16,-2,21,0.48877,-0.632324,0.646484,-0.5,0.8125,0.9375,68,61,3,Q
30178,-28,-9,-16,2,4,1,-54,-76,0.814453,-0.374512,0.420898,-0.5625,-0.0625,-1.5,69,34,99,L
30229,-28,-9,-16,2,4,1,-54,-76,0.814453,-0.374512,0.420898,-0.5625,-0.0625,-1.5,69,34,99,L
4775,-28,-4,0,2,0,-5,-9,-13,0.839355,-0.375,0.379883,3.9375,-0.5625,-1.875,67,33,34,S
4877,-28,-4,0,2,0,-5,-9,-13,0.839355,-0.375,0.379883,3.9375,-0.5625,-1.875,67,33,34,S
7063,-27,-32,-32,2,2,-15,-1,-6,0.492188,-0.613281,0.657715,-0.25,0.1875,-0.375,68,62,3,Q
58675,-27,-32,-32,2,2,-15,-1,-6,0.492188,-0.613281,0.657715,-0.25,0.1875,-0.375,68,62,3,Q
50410,-27,-14,-13,-5,-7,-8,-7,-1,0.870605,-0.320312,0.386719,3.8125,-1.75,-0.125,70,28,164,K
50461,-27,-14,-13,-5,-7,-8,-7,-1,0.870605,-0.320312,0.386719,3.8125,-1.75,-0.125,70,28,164,K
7123,-27,-6,-17,-11,4,-2,-4,7,0.471191,-0.629883,0.647461,0.3125,0.1875,-2.125,68,62,4,Q
58735,-27,-6,-17,-11,4,-2,-4,7,0.471191,-0.629883,0.647461,0.3125,0.1875,-2.125,68,62,4,Q
34473,-27,-2,16,3,1,-7,21,0,0.816895,-0.20166,0.51709,0.8125,-2.625,0.375,79,32,90,B
34524,-27,-2,16,3,1,-7,21,0,0.816895,-0.20166,0.51709,0.8125,-2.625,0.375,79,32,90,B
7040,-27,11,-13,4,-6,-9,-5,8,0.443359,-0.620605,0.704102,-0.625,-4.0625,-8.0,69,63,2,Q
58652,-27,11,-13,4,-6,-9,-5,8,0.443359,-0.620605,0.704102,-0.625,-4.0625,-8.0,69,63,2,Q
7002,-27,21,27,26,8,7,8,-4,0.491699,-0.629883,0.647949,-0.9375,-1.1875,2.4375,67,62,3,Q
58614,-27,21,27,26,8,7,8,-4,0.491699,-0.629883,0.647949,-0.9375,-1.1875,2.4375,67,62,3,Q
6984,-27,25,27,-4,0,-21,-18,-26,0.494629,-0.61084,0.662109,-0.625,0.1875,0.0,68,61,3,Q
58596,-27,25,27,-4,0,-21,-18,-26,0.494629,-0.61084,0.662109,-0.625,0.1875,0.0,68,61,3,Q
7108,-26,-41,-22,0,5,-1,1,-13,0.479492,-0.621094,0.663574,0.1875,-0.0625,1.6875,68,62,4,Q
58720,-26,-41,-22,0,5,-1,1,-13,0.479492,-0.621094,0.663574,0.1875,-0.0625,1.6875,68,62,4,Q
30187,-26,-28,-22,0,-4,10,26,-10,0.819824,-0.383301,0.415527,-1.625,0.5625,0.125,69,34,99,L
30238,-26,-28,-22,0,-4,10,26,-10,0.819824,-0.383301,0.415527,-1.625,0.5625,0.125,69,34,99,L
6957,-26,-20,-18,-2,12,4,-12,-28,0.496094,-0.616699,0.651367,0.9375,-0.375,0.5625,68,61,3,Q
58569,-26,-20,-18,-2,12,4,-12,-28,0.496094,-0.616699,0.651367,0.9375,-0.375,0.5625,68,61,3,Q
6969,-26,-13,3,2,-1,-2,-2,-6,0.486816,-0.609863,0.655762,0.25,0.5625,-0.625,68,61,3,Q
58581,-26,-13,3,2,-1,-2,-2,-6,0.486816,-0.609863,0.655762,0.25,0.5625,-0.625,68,61,3,Q
6970,-26,35,3,2,-3,-2,8,2,0.494141,-0.619141,0.652832,0.3125,-0.625,-0.0625,68,61,3,Q
58582,-26,35,3,2,-3,-2,8,2,0.494141,-0.619141,0.652832,0.3125,-0.625,-0.0625,68,61,3,Q
6997,-25,-15,-9,13,2,-32,-24,7,0.473633,-0.655762,0.647949,-2.1875,-10.0,5.375,68,61,3,Q
58609,-25,-15,-9,13,2,-32,-24,7,0.473633,-0.655762,0.647949,-2.1875,-10.0,5.375,68,61,3,Q
7122,-24,-83,-35,-1,-4,3,8,6,0.473145,-0.631836,0.658691,-0.1875,-0.3125,-0.25,68,62,4,Q
58734,-24,-83,-35,-1,-4,3,8,6,0.473145,-0.631836,0.658691,-0.1875,-0.3125,-0.25,68,62,4,Q
6962,-24,22,26,2,8,-19,-15,23,0.489746,-0.62207,0.65625,0.5625,-0.5,0.25,68,61,3,Q
58574,-24,22,26,2,8,-19,-15,23,0.489746,-0.62207,0.65625,0.5625,-0.5,0.25,68,61,3,Q
7039,-23,-44,-9,13,0,-9,-7,-7,0.439941,-0.606934,0.68457,-4.75,-2.0,-6.75,69,63,2,Q
58651,-23,-44,-9,13,0,-9,-7,-7,0.439941,-0.606934,0.68457,-4.75,-2.0,-6.75,69,63,2,Q
4759,-23,-3,-11,-9,-3,-18,-20,-12,0.817871,-0.428223,0.391602,7.0,1.0625,2.375,66,36,33,S
4861,-23,-3,-11,-9,-3,-18,-20,-12,0.817871,-0.428223,0.391602,7.0,1.0625,2.375,66,36,33,S
7115,-23,-1,7,22,1,21,3,-18,0.479004,-0.625,0.664551,-0.3125,-0.125,1.375,68,62,4,Q
58727,-23,-1,7,22,1,21,3,-18,0.479004,-0.625,0.664551,-0.3125,-0.125,1.375,68,62,4,Q
7006,-23,1,17,-8,-6,7,0,28,0.47998,-0.640137,0.651855,-0.25,1.0,-1.3125,67,62,3,Q
58618,-23,1,17,-8,-6,7,0,28,0.47998,-0.640137,0.651855,-0.25,1.0,-1.3125,67,62,3,Q
7103,-22,-45,-22,11,8,15,9,-23,0.473633,-0.629395,0.660645,0.1875,0.375,1.5,68,62,4,Q
58715,-22,-45,-22,11,8,15,9,-23,0.473633,-0.629395,0.660645,0.1875,0.375,1.5,68,62,4,Q
34435,-22,-24,-78,-10,0,20,-6,-10,0.810059,-0.213867,0.525879,4.0625,-8.875,-2.625,78,33,89,B
34486,-22,-24,-78,-10,0,20,-6,-10,0.810059,-0.213867,0.525879,4.0625,-8.875,-2.625,78,33,89,B
34466,-22,-23,-79,-19,9,10,-2,-6,0.817383,-0.199707,0.520996,0.625,-2.3125,0.5625,79,32,90,B
34517,-22,-23,-79,-19,9,10,-2,-6,0.817383,-0.199707,0.520996,0.625,-2.3125,0.5625,79,32,90,B
6995,-22,-1,19,13,24,1,-5,-10,0.467773,-0.645508,0.679688,1.0,-8.9375,7.5625,68,62,2,Q
58607,-22,-1,19,13,24,1,-5,-10,0.467773,-0.645508,0.679688,1.0,-8.9375,7.5625,68,62,2,Q
41806,-22,4,-77,-81,9,8,27,1,0.75293,-0.488281,0.445312,1.5625,-0.6875,2.0,65,41,143,E
42061,-22,4,-77,-81,9,8,27,1,0.75293,-0.488281,0.445312,1.5625,-0.6875,2.0,65,41,143,E
4762,-21,-4,15,22,7,6,3,-6,0.819336,-0.392578,0.42041,12.9375,-3.9375,-7.9375,67,35,32,S
4864,-21,-4,15,22,7,6,3,-6,0.819336,-0.392578,0.42041,12.9375,-3.9375,-7.9375,67,35,32,S
7159,-21,50,32,-9,-4,-7,-8,-6,0.475586,-0.619141,0.663574,-0.0625,-0.0625,0.4375,68,62,4,Q
58771,-21,50,32,-9,-4,-7,-8,-6,0.475586,-0.619141,0.663574,-0.0625,-0.0625,0.4375,68,62,4,Q
7100,-20,-38,0,-3,1,8,0,-13,0.479492,-0.625488,0.648438,-1.4375,-0.625,2.0,68,62,4,Q
58712,-20,-38,0,-3,1,8,0,-13,0.479492,-0.625488,0.648438,-1.4375,-0.625,2.0,68,62,4,Q
35972,-20,-15,-5,-4,-2,-6,-31,-16,0.734375,-0.274902,0.616699,3.0,-0.6875,0.625,77,41,115,H
36023,-20,-15,-5,-4,-2,-6,-31,-16,0.734375,-0.274902,0.616699,3.0,-0.6875,0.625,77,41,115,H
50654,-20,-7,-18,-6,-3,-12,-22,-11,0.743652,-0.57373,0.404785,-21.5625,-3.0625,-10.0,63,33,176,L
50705,-20,-7,-18,-6,-3,-12,-22,-11,0.743652,-0.57373,0.404785,-21.5625,-3.0625,-10.0,63,33,176,L
7050,-20,-2,-28,-13,-4,-5,-2,12,0.490723,-0.611328,0.642578,-1.625,1.125,2.5,68,61,3,Q
58662,-20,-2,-28,-13,-4,-5,-2,12,0.490723,-0.611328,0.642578,-1.625,1.125,2.5,68,61,3,Q
4760,-20,-2,10,-2,2,-4,-7,-7,0.811035,-0.413086,0.429199,9.0625,2.9375,-0.8125,66,36,32,S
4862,-20,-2,10,-2,2,-4,-7,-7,0.811035,-0.413086,0.429199,9.0625,2.9375,-0.8125,66,36,32,S
34437,-20,5,-18,0,-9,-42,-66,-18,0.818848,-0.200195,0.515137,4.5,-8.375,1.75,78,32,90,B
34488,-20,5,-18,0,-9,-42,-66,-18,0.818848,-0.200195,0.515137,4.5,-8.375,1.75,78,32,90,B
7104,-20,25,4,-10,0,-5,-3,1,0.46582,-0.625488,0.659668,-0.125,0.125,-0.3125,68,62,4,Q
58716,-20,25,4,-10,0,-5,-3,1,0.46582,-0.625488,0.659668,-0.125,0.125,-0.3125,68,62,4,Q
6978,-20,44,8,8,7,8,0,-13,0.48877,-0.619141,0.654297,-0.125,0.4375,0.4375,68,61,3,Q
58590,-20,44,8,8,7,8,0,-13,0.48877,-0.619141,0.654297,-0.125,0.4375,0.4375,68,61,3,Q
7118,-19,-43,-16,-20,-6,0,-1,13,0.472168,-0.621582,0.652832,-0.4375,-0.4375,-0.4375,68,62,4,Q
58730,-19,-43,-16,-20,-6,0,-1,13,0.472168,-0.621582,0.652832,-0.4375,-0.4375,-0.4375,68,62,4,Q
7072,-19,-35,-56,-34,-2,-3,-4,5,0.489746,-0.61377,0.661621,-0.25,-0.3125,0.3125,68,62,3,Q
58684,-19,-35,-56,-34,-2,-3,-4,5,0.489746,-0.61377,0.661621,-0.25,-0.3125,0.3125,68,62,3,Q
34449,-19,-26,9,2,-2,14,-4,-8,0.811035,-0.192871,0.512207,1.5,-2.3125,0.0,79,32,90,B
34500,-19,-26,9,2,-2,14,-4,-8,0.811035,-0.192871,0.512207,1.5,-2.3125,0.0,79,32,90,B
6964,-19,-24,3,1,6,27,21,10,0.491211,-0.620117,0.654297,-0.125,1.125,-0.5,68,61,3,Q
58576,-19,-24,3,1,6,27,21,10,0.491211,-0.620117,0.654297,-0.125,1.125,-0.5,68,61,3,Q
4749,-19,8,-6,7,18,-5,17,13,0.779785,-0.276855,0.501465,-35.0625,33.25,-25.5625,71,34,27,S
4851,-19,8,-6,7,18,-5,17,13,0.779785,-0.276855,0.501465,-35.0625,33.25,-25.5625,71,34,27,S
7022,-19,10,10,-17,2,-8,-3,1,0.480957,-0.626953,0.656738,0.1875,0.5,0.0,68,62,3,Q
58634,-19,10,10,-17,2,-8,-3,1,0.480957,-0.626953,0.656738,0.1875,0.5,0.0,68,62,3,Q
7126,-19,27,9,1,-4,5,-5,-21,0.475098,-0.615234,0.652344,0.125,0.5625,1.75,68,62,4,Q
58738,-19,27,9,1,-4,5,-5,-21,0.475098,-0.615234,0.652344,0.125,0.5625,1.75,68,62,4,Q
6948,-18,-45,13,-4,2,18,5,30,0.476562,-0.62207,0.663086,3.9375,-19.0625,20.8125,68,61,2,Q
58560,-18,-45,13,-4,2,18,5,30,0.476562,-0.62207,0.663086,3.9375,-19.0625,20.8125,68,61,2,Q
30149,-18,-34,41,-1,-1,1,-53,23,0.791016,-0.360352,0.435547,9.25,-22.9375,-11.9375,69,36,98,L
30200,-18,-34,41,-1,-1,1,-53,23,0.791016,-0.360352,0.435547,9.25,-22.9375,-11.9375,69,36,98,L
7064,-18,-19,-32,1,-5,-13,1,14,0.477539,-0.611328,0.669922,-0.375,0.3125,-0.375,68,62,3,Q
58676,-18,-19,-32,1,-5,-13,1,14,0.477539,-0.611328,0.669922,-0.375,0.3125,-0.375,68,62,3,Q
6980,-18,-7,-1,-2,2,-13,1,6,0.487305,-0.611328,0.649902,-0.25,0.375,0.25,68,61,3,Q
58592,-18,-7,-1,-2,2,-13,1,6,0.487305,-0.611328,0.649902,-0.25,0.375,0.25,68,61,3,Q
7114,-18,-5,-10,-17,-6,-3,-1,-4,0.477051,-0.625488,0.662109,-0.75,0.25,0.0,68,62,4,Q
58726,-18,-5,-10,-17,-6,-3,-1,-4,0.477051,-0.625488,0.662109,-0.75,0.25,0.0,68,62,4,Q
4786,-18,-1,0,-1,3,1,0,-2,0.834473,-0.401855,0.399414,0.4375,-0.3125,2.125,67,33,34,S
4888,-18,-1,0,-1,3,1,0,-2,0.834473,-0.401855,0.399414,0.4375,-0.3125,2.125,67,33,34,S
30154,-18,10,37,-4,-9,-47,-2,-113,0.836914,-0.34082,0.407715,-3.125,5.4375,2.75,69,33,99,L
30205,-18,10,37,-4,-9,-47,-2,-113,0.836914,-0.34082,0.407715,-3.125,5.4375,2.75,69,33,99,L
