0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819824,-0.344727,0.45752,0.1875,1.4375,-0.125,72,35,114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816406,-0.331055,0.475586,-3.1875,5.375,0.0,72,35,114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805176,-0.333984,0.48584,-3.1875,6.625,3.4375,72,35,114
-5.0,-11.0,3.0,-4.0,1.0,-34.0,3.0,1.0,0.799316,-0.370117,0.474609,2.8125,-2.25,4.5,72,36,114
26.0,19.0,13.0,6.0,-1.0,-7.0,8.0,68.0,0.788086,-0.348145,0.482422,-4.4375,-2.1875,0.125,71,36,114
-5.0,8.0,0.0,-4.0,-19.0,-33.0,-2.0,-23.0,0.797852,-0.35498,0.465332,8.75,-10.25,1.0625,71,35,114
3.0,-2.0,-8.0,-3.0,-1.0,-8.0,-8.0,4.0,0.814453,-0.319824,0.470703,8.4375,-8.875,4.4375,71,35,115
8.0,-4.0,10.0,4.0,8.0,-2.0,11.0,31.0,0.829102,-0.341797,0.499512,1.875,-12.5,5.625,71,35,115
-13.0,-41.0,-1.0,-2.0,-20.0,-14.0,10.0,44.0,0.809082,-0.375488,0.47998,13.5625,-18.3125,1.8125,71,34,116
-13.0,14.0,-3.0,-2.0,10.0,26.0,-37.0,24.0,0.805664,-0.378906,0.461426,-3.25,-19.75,-15.8125,71,33,116
-23.0,-10.0,-14.0,-1.0,-9.0,-25.0,-1.0,-66.0,0.856934,-0.296387,0.397949,1.8125,-15.625,-4.75,71,32,116
40.0,34.0,11.0,5.0,-3.0,0.0,-14.0,38.0,0.850098,-0.320801,0.386719,-1.0625,-8.25,-7.8125,71,31,116
-20.0,20.0,21.0,-2.0,1.0,-21.0,6.0,-1.0,0.844727,-0.298828,0.384766,-1.625,-1.375,-1.125,71,31,116
-42.0,-115.0,-12.0,-2.0,-14.0,-25.0,15.0,-92.0,0.854492,-0.296875,0.400879,-2.0,0.25,0.8125,70,31,116
6.0,-7.0,-1.0,-9.0,-10.0,-14.0,-26.0,-26.0,0.850586,-0.320312,0.412598,-1.4375,1.1875,1.8125,70,31,116
35.0,9.0,13.0,0.0,-5.0,-13.0,23.0,73.0,0.850586,-0.317383,0.411621,0.0,1.375,2.1875,70,31,116
40.0,16.0,-18.0,0.0,8.0,18.0,-2.0,-44.0,0.84668,-0.320801,0.413086,-0.5625,1.375,1.0,70,31,116
-26.0,-26.0,-9.0,-7.0,-19.0,-50.0,-49.0,-43.0,0.850098,-0.327148,0.417969,-0.0625,0.5,-0.5625,70,31,116
-11.0,-2.0,-8.0,-6.0,-3.0,0.0,15.0,1.0,0.845703,-0.325195,0.412109,1.25,0.75,-0.1875,70,31,116
2.0,15.0,1.0,8.0,0.0,30.0,8.0,8.0,0.844238,-0.321289,0.418457,-0.25,0.25,-1.5625,70,31,116
-38.0,-72.0,-20.0,-7.0,7.0,23.0,-10.0,-38.0,0.851074,-0.317871,0.40625,0.125,0.25,-0.875,70,31,116
54.0,-5.0,-18.0,0.0,2.0,-5.0,-10.0,102.0,0.84375,-0.319336,0.408691,-0.3125,0.25,-0.5,70,31,116
-29.0,-33.0,-13.0,-11.0,1.0,-11.0,-13.0,-45.0,0.847168,-0.32959,0.404297,-0.5625,0.0625,-0.5625,70,31,116
-4.0,-4.0,-5.0,-7.0,5.0,2.0,8.0,37.0,0.850098,-0.322754,0.413086,0.25,0.1875,0.5625,70,31,116
